,result_id,Unnamed: 0.1,X,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,genre_names,date,year,genres,decade,label,romance,horror,scifi
519,519,6783,0,False,/2tRrW5ODyImMNHI1b4qdKgSIzl9.jpg,"[27, 53]",2671,ja,リング,"A mysterious video has been linked to a number of deaths, and when an inquisitive journalist finds the tape and views it herself, she sets in motion a chain of events that puts her own life in danger.",2.046066,/3joRI3S4jK4ZOuxnhauOdc0uvjb.jpg,1998-01-31,Ringu,False,7.0,237,"[Horror, Thriller]",1998-01-31,1998,"27, 53",1990,horror,0.0,1.0,0.0
520,520,6582,19,False,/tUjjDjFRLIXS0298EnskwskTA23.jpg,"[27, 35]",10779,en,The Frighteners,"After a car accident in which his wife, Debra, was killed and he was injured, Frank Bannister develops psychic abilities allowing him to see, hear, and communicate with ghosts.",2.022492,/cS3QPtMsE1jsEWUww5WsPE275Jb.jpg,1996-07-18,The Frighteners,False,6.7,317,"[Horror, Comedy]",1996-07-18,1996,"27, 35",1990,horror,0.0,1.0,0.0
521,521,6690,7,False,/3s1jogOznYmG0xPqHE45D5ir3bx.jpg,"[27, 53, 9648]",3597,en,I Know What You Did Last Summer,"As they celebrate their high school graduation, four friends are involved in a hit-and-run accident when their car hits and apparently kills a pedestrian on an isolated roadway. They dispose of the body and vow to keep the incident a secret, a year later somebody starts sending them letters bearing the warning ""I Know What You Did Last Summer.""",1.995722,/cruOfvjIqMTbOQxld8SpM8OzVnf.jpg,1997-10-17,I Know What You Did Last Summer,False,5.5,509,"[Horror, Thriller, Mystery]",1997-10-17,1997,"27, 53, 9648",1990,horror,0.0,1.0,0.0
522,522,6072,9,False,/kHGLUgNsjTNsDAgXMvYH7J48Ikx.jpg,[27],11187,en,Child's Play 3,"It's been eight years since the events in the second film, we now see that Andy is a teenager who has been enrolled in a military school. Play Pals Toy Company decides to re-release its Good Guys line, feeling that after all this time, the bad publicity has died down. As they re-used old materials, the spirit of Charles Lee Ray once again comes to life.",1.983098,/pDko1kIkrCaHBSfBj7pAJu1Diss.jpg,1991-08-30,Child's Play 3,False,5.4,189,[Horror],1991-08-30,1991,27,1990,horror,0.0,1.0,0.0
523,523,6275,12,False,/rNqayZdhu5yCckGRjMsrpbsi55Z.jpg,"[27, 53]",10285,en,Jason Goes to Hell: The Final Friday,"Jason Voorhees, the living, breathing essence of evil, is back for one fierce, final fling! Tracked down and blown to bits by a special FBI task force, everyone now assumes that he's finally dead. But everybody assumes wrong. Jason has been reborn with the bone-chilling ability to assume the identity of anyone he touches. The terrifying truth is that he could be anywhere, or anybody. In this shocking, blood-soaked finale to Jason's carnage-ridden reign of terror, the horrible secret of his unstoppable killing instinct is finally revealed.",1.970794,/8yLdCrD1Eh6eoGTIIQ4jNBFLkUb.jpg,1993-08-13,Jason Goes to Hell: The Final Friday,False,4.2,138,"[Horror, Thriller]",1993-08-13,1993,"27, 53",1990,horror,0.0,1.0,0.0
524,524,6691,8,False,/iRRN3a3e2rv7vtJEPxgB3E1mbe9.jpg,"[14, 27, 53]",4961,en,Mimic,"A disease carried by common cockroaches is killing Manhattan children. In an effort to stop the epidemic an entomologist, Susan Tyler, creates a mutant breed of insect that secretes a fluid to kill the roaches. This mutant breed was engineered to die after one generation, but three years later Susan finds out that the species has survived and evolved into a large, gruesome monster that can mimic human form.",1.969582,/tkmSgkekKleTx46a1ERny967Ws5.jpg,1997-08-22,Mimic,False,5.7,203,"[Fantasy, Horror, Thriller]",1997-08-22,1997,"14, 27, 53",1990,horror,0.0,1.0,0.0
525,525,6174,11,False,/ytzqiDJ1mixWxBhFr1Lmp0VZjtT.jpg,"[18, 27, 53]",9529,en,Candyman,"The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.",1.956947,/w5YQqrwzreHfa7RmXCB7rpLLxbe.jpg,1992-10-16,Candyman,False,6.3,227,"[Drama, Horror, Thriller]",1992-10-16,1992,"18, 27, 53",1990,horror,0.0,1.0,0.0
526,526,6074,11,False,/atDDJBJ9eUeXbySh6wFbUBIQlQ1.jpg,"[27, 53, 35]",11284,en,Freddy's Dead: The Final Nightmare,"Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality.",1.949333,/m4IFNmheHcjbLsVWbUq9TIpWL5S.jpg,1991-09-05,Freddy's Dead: The Final Nightmare,False,5.2,211,"[Horror, Thriller, Comedy]",1991-09-05,1991,"27, 53, 35",1990,horror,0.0,1.0,0.0
527,527,6693,10,False,/xFCEzlNRLrmPMVlpy7jBm4ILNPB.jpg,"[28, 18, 27, 9648, 53]",2212,en,Nightwatch,He's the prime suspect in a terrifying mystery. The police are after him and so is the murderer.,1.946561,/1PkDNwoOJxLQViAEuOb6pj2S5r0.jpg,1997-01-31,Nightwatch,False,6.0,80,"[Action, Drama, Horror, Mystery, Thriller]",1997-01-31,1997,"28, 18, 27, 9648, 53",1990,horror,0.0,1.0,0.0
528,528,6075,12,False,/53DNPfDoXmZyuADLj9FzQgpRSOE.jpg,"[35, 18, 27, 9648, 53]",13122,en,The People Under the Stairs,"When young Fool breaks into the home of his family's greedy and uncaring landlords, he discovers a disturbing scenario where incestuous adult siblings have mutilated a number of boys and kept them imprisoned under stairs in their large, creepy house. As Fool attempts to flee before the psychopaths can catch him, he meets their daughter, Alice, who has been spared any extreme discipline by her deranged parents. Can Fool and Alice escape before it's too late?",1.943176,/jQib0QxTFN8BDjpnQEeyLzfzlLU.jpg,1991-11-01,The People Under the Stairs,False,6.4,114,"[Comedy, Drama, Horror, Mystery, Thriller]",1991-11-01,1991,"35, 18, 27, 9648, 53",1990,horror,0.0,1.0,0.0
529,529,5980,17,False,/o7hjG7ADpNc2HCnv4SjQmxi72N5.jpg,"[18, 27]",11186,en,Child's Play 2,"Chuckie's back as the doll possessed by the soul of a serial killer, butchering all who stand in his way of possessing the body of a boy.",1.932245,/xy0qUntbDOVgiTDvSIFlSM3MMzP.jpg,1990-11-09,Child's Play 2,False,5.8,221,"[Drama, Horror]",1990-11-09,1990,"18, 27",1990,horror,0.0,1.0,0.0
530,530,6175,12,False,,"[35, 27]",132169,cn,新僵尸先生,"Master Lam and his two disciples must battle a horde of Chinese vampires in order to get the teeth dust needed to cure an ailing general. Meanwhile, the general's wife is pregnant, and the evil spirit of an aborted baby wants to possess the unborn child's body for its resurrection.",1.91167,/4vG8BlM0GdDlsk7pkbq0bQ0cNqS.jpg,1992-08-08,Mr. Vampire 1992,False,6.5,2,"[Comedy, Horror]",1992-08-08,1992,"35, 27",1990,horror,0.0,1.0,0.0
531,531,6378,15,False,/33TTFIqH3cGG5KVk6EvpKKvpegN.jpg,"[27, 53, 9648, 14]",11596,en,New Nightmare,"Freddy's back … and he's badder than ever! Nancy, the historical nemesis of the man with the satanic snarl and pitchfork fingers, discovers that a new monstrous demon has taken on Freddy's persona. Can Nancy stop this new threat in time to save her son?",1.911502,/oLEZibnraixTE68rTaYv4FEmvYd.jpg,1994-10-13,New Nightmare,False,6.5,237,"[Horror, Thriller, Mystery, Fantasy]",1994-10-13,1994,"27, 53, 9648, 14",1990,horror,0.0,1.0,0.0
532,532,6696,13,False,/fGK4s8WqrYJeEN36elR4PVbqOkR.jpg,"[27, 9648, 53]",11015,en,The Relic,"A researcher at Chicago's Natural History Museum returns from South America with some crates containing his findings. When the crates arrive at the museum without the owner there appears to be very little inside. However, police discover gruesome murders on the cargo ship that brought the crates to the US and then another murder in the museum itself.",1.896948,/jD853TWyJYuksMldrFWaXMovRg0.jpg,1997-01-10,The Relic,False,5.8,104,"[Horror, Mystery, Thriller]",1997-01-10,1997,"27, 9648, 53",1990,horror,0.0,1.0,0.0
533,533,6589,6,False,/nDlE10yY2kXla8SBtLvqz32LhTO.jpg,[27],25750,en,Children of the Corn IV: The Gathering,"Grace Rhodes, who is studying to be a doctor, returns to her hometown as a strange illness is afflicting the local children. The symptoms include a high fever and spasms, but even weirder is what happens the next day: All those with the illness claim they are somebody else -- then they begin murdering the grown-ups. After her sister undergoes the same sinister metamorphosis, Grace comes to believe there is some connection to an evil cult figure who may be returning from the grave.",1.878115,/n4Q7QMnC7JjtnuNwIZf4m8TVGPT.jpg,1996-10-08,Children of the Corn IV: The Gathering,False,4.4,30,[Horror],1996-10-08,1996,27,1990,horror,0.0,1.0,0.0
534,534,6894,11,False,/xUWFkVZOEQ06ZstIG6xSS4RcjdJ.jpg,"[27, 53, 14, 9648]",11618,en,The Haunting,"Dr. David Marrow invites Nell Vance, and Theo and Luke Sanderson to the eerie and isolated Hill House to be subjects for a sleep disorder study. The unfortunate guests discover that Marrow is far more interested in the sinister mansion itself – and they soon see the true nature of its horror.",1.828914,/6cZp6bho46sCGKJ3by3hnhCs5TD.jpg,1999-07-23,The Haunting,False,5.1,282,"[Horror, Thriller, Fantasy, Mystery]",1999-07-23,1999,"27, 53, 14, 9648",1990,horror,0.0,1.0,0.0
535,535,6895,12,False,/kqoveKOYJ8ZNvUuf88FWjtm01cC.jpg,"[37, 27, 53]",10213,en,From Dusk Till Dawn 3: The Hangman's Daughter,"Narrowly escaping death, outlaw Johnny Madrid (Marco Leonardi) is on the run from the hangman (Temuera Morrison), with the hangman's sensuous daughter Esmeralda by his side. Along with Madrid's gang, Johnny and Esmeralda embark on an adventure filled with colorful and unsavory characters who lead them straight into the fight of their lives!",1.820871,/oQ27jYistGziEJbIQCXgAYlVpvn.jpg,1999-10-30,From Dusk Till Dawn 3: The Hangman's Daughter,False,4.6,63,"[Western, Horror, Thriller]",1999-10-30,1999,"37, 27, 53",1990,horror,0.0,1.0,0.0
536,536,5981,18,False,/zjPJyC3iP8XeBJmexxVzzOmCm6b.jpg,[27],19185,en,Night of the Living Dead,"In this remake of the original classic film, a group of people are trapped inside a farmhouse as legions of the walking dead try to get inside and use them for food.",1.815614,/5fI47l3bMqd6tBWo15gFcfjB7ZD.jpg,1990-10-18,Night of the Living Dead,False,6.7,143,[Horror],1990-10-18,1990,27,1990,horror,0.0,1.0,0.0
537,537,6898,15,False,/qytbMNpC6R703nh0XEp3c4S39dl.jpg,"[28, 14, 27, 9648]",9946,en,End of Days,"On December 28th, 1999, the citizens of New York City are getting ready for the turn of the millennium. However, the Devil decides to crash the party by coming to the city, inhabiting a man's body, and searching for his chosen bride, a 20-year-old woman named Christine York. The world will end, and the only hope lies within an atheist called Jericho Cane.",1.793733,/bEIjH6GroeWaBkn6o7MVpMNbuyw.jpg,1999-11-24,End of Days,False,5.4,382,"[Action, Fantasy, Horror, Mystery]",1999-11-24,1999,"28, 14, 27, 9648",1990,horror,0.0,1.0,0.0
538,538,6791,8,False,/8m5RYjYDcsZyFFP0rsfAGJj2lU5.jpg,"[35, 27]",11932,en,Bride of Chucky,"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts.",1.793559,/u5Lc1Li0Hpc452o57E2KaToezZX.jpg,1998-10-16,Bride of Chucky,False,5.4,259,"[Comedy, Horror]",1998-10-16,1998,"35, 27",1990,horror,0.0,1.0,0.0
539,539,6180,17,False,/pCKWyeBDfiR3R4ggpKQbrBW9MkS.jpg,"[14, 53, 27]",11428,en,Sleepwalkers,A mother-and-son team of strange supernatural creatures come to town to seek out a virgin to feed on.,1.780461,/shrSYke0ABLGx0vA6iZnUOCB1tw.jpg,1992-04-10,Sleepwalkers,False,4.9,75,"[Fantasy, Thriller, Horror]",1992-04-10,1992,"14, 53, 27",1990,horror,0.0,1.0,0.0
540,540,6078,15,False,/dM7GCJ9Css1N4V1RsU75qTJ4qd7.jpg,"[27, 35]",50507,en,Fei zhou he shang,"Two guys, one of them a magician, are transporting an ancient chinese vampire who can only be controlled by a series of yellow tapes, and is the ancestor of the other guy. On the way, while flying over Africa, their plane stalls. And of all places, where do they land? That's right, in the village of the tribe of ""The Gods Must Be Crazy"".",1.763607,/dW4UJvmWqJeGmM9L5cAo6HJp6bi.jpg,1991-07-05,Crazy Safari,False,4.9,8,"[Horror, Comedy]",1991-07-05,1991,"27, 35",1990,horror,0.0,1.0,0.0
541,541,5984,1,False,/ziIeKtCZpjNXoEmgHpdDKY1Zy7C.jpg,"[28, 18, 14, 27]",20481,en,Nightbreed,A troubled young man is drawn to a mythical place called Midian where a variety of monsters are hiding from humanity.,1.758025,/aSfFIgZXu4voowOl3cjM26Ubn0Z.jpg,1990-02-16,Nightbreed,False,6.6,89,"[Action, Drama, Fantasy, Horror]",1990-02-16,1990,"28, 18, 14, 27",1990,horror,0.0,1.0,0.0
542,542,6591,8,False,/nceRv35ZoaS1ltghMgvfJJyLobA.jpg,"[27, 53]",9299,es,Tesis,"While doing a thesis about violence, Ángela finds a snuff video where a girl is tortured until death. Soon she discovers that the girl was a former student in her faculty...",1.743079,/uW2CrHzSz8zuAZcWCrz3QcyGH5m.jpg,1996-04-11,Thesis,False,7.3,119,"[Horror, Thriller]",1996-04-11,1996,"27, 53",1990,horror,0.0,1.0,0.0
543,543,6905,2,False,/tG7ydFmDr2Y1kecUCM6foFxmJjP.jpg,"[35, 27, 53, 37]",10212,en,Ravenous,"Upon receiving reports of missing persons at Fort Spencer, a remote Army outpost on the Western frontier, Capt. John Boyd investigates. After arriving at his new post, Boyd and his regiment aid a wounded frontiersman who recounts a horrifying tale of a wagon train murdered by its supposed guide -- a vicious U.S. Army colonel gone rogue. Fearing the worst, the regiment heads out into the wilderness to verify the gruesome claims",1.702123,/spwvStEA4CraTXPOcONrDzncXOZ.jpg,1999-03-16,Ravenous,False,6.9,108,"[Comedy, Horror, Thriller, Western]",1999-03-16,1999,"35, 27, 53, 37",1990,horror,0.0,1.0,0.0
544,544,6186,3,False,/3qgqAUA1JQT3o3CUxUhKQ3qZXBY.jpg,"[27, 35]",763,en,Braindead,"When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control.",1.689518,/auD6GTyZXrvkv8ZQIGmpJsHFJxn.jpg,1992-08-13,Braindead,False,7.4,297,"[Horror, Comedy]",1992-08-13,1992,"27, 35",1990,horror,0.0,1.0,0.0
545,545,6799,16,False,/rH6NsvJg5hYyRigUZhOWDiahUPV.jpg,"[27, 53]",9877,en,Urban Legend,"There's a campus killer on the loose who's making urban legends, like the one about eating pop rocks and soda at the same time will make your stomach explode and the one about a psycho with an axe stepping into the backseat of your car at the gas station when not looking, into reality.",1.668814,/2oIf0ibr0zlhuhgbOwFSHimh7P6.jpg,1998-09-25,Urban Legend,False,5.5,222,"[Horror, Thriller]",1998-09-25,1998,"27, 53",1990,horror,0.0,1.0,0.0
546,546,6909,6,False,/pNUMWpRXF0Z9gxIOlqYg7IMHFH8.jpg,"[27, 9648, 53]",11377,en,House on Haunted Hill,"A remake of the 1959 film of the same name. A millionaire offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.",1.665748,/yedchBbI23FgDjWP1tvahOZgiks.jpg,1999-10-29,House on Haunted Hill,False,5.5,163,"[Horror, Mystery, Thriller]",1999-10-29,1999,"27, 9648, 53",1990,horror,0.0,1.0,0.0
547,547,5988,5,False,/p9RUiryRT3nGrHZcgEidFRSpQXP.jpg,"[12, 14, 27]",10166,en,The Witches,"A young boy named Luke and his grandmother go on vacation only to discover their hotel is hosting an international witch convention, where the Grand High Witch is unveiling her master plan to turn all children into mice. Will Luke fall victim to the witches' plot before he can stop them?",1.663089,/kke639pfyxMNy8LekWSBVHbljeO.jpg,1990-02-16,The Witches,False,6.6,162,"[Adventure, Fantasy, Horror]",1990-02-16,1990,"12, 14, 27",1990,horror,0.0,1.0,0.0
548,548,6714,11,False,/6ohQykatk9yGS47m1OSXqwYhB0U.jpg,[27],10351,en,Wishmaster,"The Djinn having been released from his ancient prison seeks to capture the soul of the woman who discovered him, thereby opening a portal and freeing his fellow Djinn to take over the earth.",1.655704,/DHgSKjIi90uhsLGKTFuSzyqWrf.jpg,1997-09-19,Wishmaster,False,5.6,87,[Horror],1997-09-19,1997,27,1990,horror,0.0,1.0,0.0
549,549,6191,8,False,/8OwISRb9sAqIJBD2P810lryYA6t.jpg,"[35, 27, 9648, 53]",37527,en,Dr. Giggles,"In 1957, Evan Rendell flees after his father is lynched for killing multiple patients in his effort to find a replacement heart for his ailing wife. After 35 years, Evan escapes from a mental institution and returns to town for revenge, killing off residents one by one. When Jennifer and her friends break into the Rendell house out of morbid curiosity, Evan notices Jennifer has a heart condition similar to his mother and decides to make her his final victim.",1.641259,/5JDLNXWiSCVRLur0oziJk6q5VVk.jpg,1992-10-23,Dr. Giggles,False,4.9,27,"[Comedy, Horror, Mystery, Thriller]",1992-10-23,1992,"35, 27, 9648, 53",1990,horror,0.0,1.0,0.0
550,550,7663,0,False,/4LYJjYb506scNhugxcfCuxoSBAW.jpg,[27],15206,it,La terza madre,"An ancient urn is found in a cemetery outside Rome. Once opened, it triggers a series of violent incidents: robberies, rapes and murders increase dramatically, while several mysterious, evil-looking young women coming from all over the world are gathering in the city. All these events are caused by the return of Mater Lacrimarum, the last of three powerful witches who have been spreading terror and death for centuries. Alone against an army of psychos and demons, Sarah Mandy, an art student who seems to have supernatural abilities of her own, is the only person left to prevent the Mother of Tears from destroying Rome.",17.567839,/sGFOggXN12CcSXD01hSAIaEoSgs.jpg,2007-09-06,The Mother of Tears,False,4.2,83,[Horror],2007-09-06,2007,27,2000,horror,0.0,1.0,0.0
551,551,7867,4,False,/lLgLFzSZduH9kBxrk6BvoHc1gg0.jpg,"[35, 27]",19908,en,Zombieland,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",4.506493,/vUzzDpVrab1BOG3ogxhRGfLN94d.jpg,2009-10-07,Zombieland,False,7.2,2715,"[Comedy, Horror]",2009-10-07,2009,"35, 27",2000,horror,0.0,1.0,0.0
552,552,7267,4,False,/cynt1YLQIsvsaGd1LOisKOEmv2S.jpg,"[27, 53]",9902,en,Wrong Turn,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.",3.855474,/kyn0ZC8tvLWuKN85mhlG1lwB1WQ.jpg,2003-05-30,Wrong Turn,False,5.9,499,"[Horror, Thriller]",2003-05-30,2003,"27, 53",2000,horror,0.0,1.0,0.0
553,553,7369,6,False,/50mMiR0R1QclaAODTutwXBrReLJ.jpg,"[27, 35]",747,en,Shaun of the Dead,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",3.817638,/ssY4EvRvufUZooNq1buRUrW7lCX.jpg,2004-04-09,Shaun of the Dead,False,7.5,1864,"[Horror, Comedy]",2004-04-09,2004,"27, 35",2000,horror,0.0,1.0,0.0
554,554,7469,6,False,/bGXup8uvaIrp6mLisZ8AJtl6DNA.jpg,"[18, 14, 27]",561,en,Constantine,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.",3.773885,/qYTerimWp1t1zSEKknn9mByhwbX.jpg,2005-02-08,Constantine,False,6.5,1361,"[Drama, Fantasy, Horror]",2005-02-08,2005,"18, 14, 27",2000,horror,0.0,1.0,0.0
555,555,7666,3,False,/9cs9RuOS3A5YEh6r4opVrIGbiJy.jpg,"[53, 28, 14, 27]",1250,en,Ghost Rider,"In order to save his dying father, young stunt cyclist, Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted, Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.",3.599442,/jnllnSq8u4d1oQPU7PsoAHD6bLU.jpg,2007-02-16,Ghost Rider,False,5.2,1247,"[Thriller, Action, Fantasy, Horror]",2007-02-16,2007,"53, 28, 14, 27",2000,horror,0.0,1.0,0.0
556,556,7370,7,False,/cYd3PL27r0KJa9Pa4A5lfUr58Yg.jpg,"[14, 27, 28]",924,en,Dawn of the Dead,"A group of surviving people take refuge in a shopping center after the world has been over taken over by aggressive, flesh-eating zombies. A remake of the 1978 zombie film of the same name.",3.572635,/yfqsgzW6AQYmBjIEIq0y9EB1Rgl.jpg,2004-03-19,Dawn of the Dead,False,6.8,784,"[Fantasy, Horror, Action]",2004-03-19,2004,"14, 27, 28",2000,horror,0.0,1.0,0.0
557,557,7667,4,False,/3WxTBxAJzYrS8MP8vdjuCxFTCkr.jpg,"[27, 9648]",8329,es,[REC],A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,3.397013,/lLSXs26iZe0aIzYrobr3FruUG36.jpg,2007-04-10,[REC],False,7.0,687,"[Horror, Mystery]",2007-04-10,2007,"27, 9648",2000,horror,0.0,1.0,0.0
558,558,7668,5,False,/oZRsdp7H8ZIvo4ZH4IDOLpPjlMI.jpg,"[18, 27, 10402]",13885,en,Sweeney Todd: The Demon Barber of Fleet Street,"The infamous story of Benjamin Barker, a.k.a Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",3.381477,/v2pOGxz1wi3plr9aT0zScH6Em4X.jpg,2007-12-20,Sweeney Todd: The Demon Barber of Fleet Street,False,6.9,1276,"[Drama, Horror, Music]",2007-12-20,2007,"18, 27, 10402",2000,horror,0.0,1.0,0.0
559,559,7372,9,False,/fLL6WfUXvdQee1fD4xuzNnWfVBk.jpg,"[27, 9648, 80]",176,en,Saw,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...",3.350957,/dHYvIgsax8ZFgkz1OslE4V6Pnf5.jpg,2004-10-01,Saw,False,7.2,1537,"[Horror, Mystery, Crime]",2004-10-01,2004,"27, 9648, 80",2000,horror,0.0,1.0,0.0
560,560,7671,8,False,/6hBIRNqGhaFxMHLRyudhRJOJGHt.jpg,"[27, 53]",13186,en,Wrong Turn 2: Dead End,Retired military commander Colonel Dale Murphy hosts the simulated post-apocalyptic reality show where participants are challenged to survive a remote West Virginia wasteland. But the show turns into a nightmarish showdown when each realizes they are being hunted by an inbred family of cannibals determined to make them all dinner!,3.28471,/ftmiyfrTrqTi5Qod62nGRP9BGPn.jpg,2007-08-25,Wrong Turn 2: Dead End,False,5.4,196,"[Horror, Thriller]",2007-08-25,2007,"27, 53",2000,horror,0.0,1.0,0.0
561,561,6963,0,False,/4wRWX3EgnFQnhkI34I6nv6FKgvr.jpg,[27],9532,en,Final Destination,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",3.232822,/nW6JfCIWqUpIESlras0nrVy4pCl.jpg,2000-03-16,Final Destination,False,6.4,974,[Horror],2000-03-16,2000,27,2000,horror,0.0,1.0,0.0
562,562,7169,6,False,/gRQucG6XnNgSQn863V5ho50J3hx.jpg,"[27, 9648, 53]",565,en,The Ring,"It sounded like just another urban legend: A videotape filled with nightmarish images, leading to a phone call foretelling the viewer's death in exactly seven days. As a newspaper reporter, Rachel Keller was naturally skeptical of the story, until four teenagers all met with mysterious deaths exactly one week after watching just such a tape. Allowing her investigative curiosity to get the better of her, Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring.",3.223721,/zHJFdhqEXZJxG653oZvOM3PmNON.jpg,2002-10-18,The Ring,False,6.5,1185,"[Horror, Mystery, Thriller]",2002-10-18,2002,"27, 9648, 53",2000,horror,0.0,1.0,0.0
563,563,7879,16,False,/70wyqj6WnOSVWKnW2vxylFGz7c9.jpg,"[27, 53]",16871,en,Drag Me to Hell,"After denying a woman the extension she needs to keep her home, loan officer Christine Brown sees her once-promising life take a startling turn for the worse. Christine is convinced she's been cursed by a Gypsy, but her boyfriend is skeptical. Her only hope seems to lie in a psychic who claims he can help her lift the curse and keep her soul from being dragged straight to hell.",3.218011,/4trULrbj4AoPLKSiIoQUTm2tPAG.jpg,2009-03-15,Drag Me to Hell,False,6.1,734,"[Horror, Thriller]",2009-03-15,2009,"27, 53",2000,horror,0.0,1.0,0.0
564,564,7068,5,False,/sLZULNJbQ4ZlomXzFIKKzqr4dte.jpg,"[27, 18, 9648, 53]",1933,en,The Others,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",3.204011,/k9GpVK2dyMMzjciQiMdoaL1WUlS.jpg,2001-08-02,The Others,False,7.3,1231,"[Horror, Drama, Mystery, Thriller]",2001-08-02,2001,"27, 18, 9648, 53",2000,horror,0.0,1.0,0.0
565,565,7673,10,False,/om5m4YIDzHC5nEQkyLUUxIwcXZa.jpg,"[27, 53]",3021,en,1408,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",3.19132,/4onX7UF2MPUgIpkUerLC3dpVfNZ.jpg,2007-07-12,1408,False,6.4,1031,"[Horror, Thriller]",2007-07-12,2007,"27, 53",2000,horror,0.0,1.0,0.0
566,566,7375,12,False,/xL05gsaqt6p78L5rBC9fDJBRnEy.jpg,"[27, 12, 28]",7131,en,Van Helsing,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,3.175354,/s2OPT5CZsZBQYAIlO9Mv4AimHvV.jpg,2004-05-05,Van Helsing,False,5.9,1201,"[Horror, Adventure, Action]",2004-05-05,2004,"27, 12, 28",2000,horror,0.0,1.0,0.0
567,567,7880,17,False,/luTLwjU4WpQR2zBxJAKdK1D7C8T.jpg,"[27, 9648, 53]",28355,en,Case 39,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.",3.170302,/xSyj4F1UVtAXhqSGpNCZRaBsKAJ.jpg,2009-08-13,Case 39,False,6.1,408,"[Horror, Mystery, Thriller]",2009-08-13,2009,"27, 9648, 53",2000,horror,0.0,1.0,0.0
568,568,7472,9,False,/foNJupJS0pXtjpKetZ2VyPKj88Q.jpg,[27],1690,en,Hostel,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",3.064411,/zF3pEs1CUbjPgioxDH4h2MEHsWl.jpg,2005-01-06,Hostel,False,5.7,647,[Horror],2005-01-06,2005,27,2000,horror,0.0,1.0,0.0
569,569,7473,10,False,/aVrbpwcyWffkeicKhB7h21M6A4I.jpg,[27],215,en,Saw II,"When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game...",2.968095,/vC7ggR8njwtQOZRmrSvMtHqy9hx.jpg,2005-10-28,Saw II,False,6.3,873,[Horror],2005-10-28,2005,27,2000,horror,0.0,1.0,0.0
