"","genre","top1000id","title","nwords","num","numloc","char","apost","quest","colon","hyph","excl","amper","the_st","sentscore"
"4501",1,"4501","Pyaar Impossible",2,0,0,16,0,0,0,0,0,0,0,-1
"4505",1,"4505","White, White World",3,0,0,18,0,0,0,0,0,0,0,0
"4508",1,"4508","Iris: The Movie",3,0,0,15,0,0,1,0,0,0,0,0
"4514",1,"4514","Four Lovers",2,0,0,11,0,0,0,0,0,0,0,0
"4522",1,"4522","Girlfriend",1,0,0,10,0,0,0,0,0,0,0,0
"4523",1,"4523","Christmas Cupid",2,0,0,15,0,0,0,0,0,0,0,0
"4546",1,"4546","Happy, Happy",2,0,0,12,0,0,0,0,0,0,0,2
"4547",1,"4547","Elena Undone",2,0,0,12,0,0,0,0,0,0,0,-1
"4577",1,"4577","Norwegian Wood",2,0,0,14,0,0,0,0,0,0,0,0
"4579",1,"4579","Tuesday, After Christmas",3,0,0,24,0,0,0,0,0,0,0,0
"4583",1,"4583","Natalie",1,0,0,7,0,0,0,0,0,0,0,0
"4587",1,"4587","PG 16...",2,1,5,8,0,0,0,0,0,0,0,0
"4593",1,"4593","The River Why",3,0,0,13,0,0,0,0,0,0,1,0
"4602",1,"4602","Enthiran",1,0,0,8,0,0,0,0,0,0,0,0
"4605",1,"4605","BearCity",1,0,0,8,0,0,0,0,0,0,0,0
"4610",1,"4610","Circus Columbia",2,0,0,15,0,0,0,0,0,0,0,0
"4624",1,"4624","Certified Copy",2,0,0,14,0,0,0,0,0,0,0,0
"4640",1,"4640","Multiple Sarcasms",2,0,0,17,0,0,0,0,0,0,0,0
"4655",1,"4655","Romantics Anonymous",2,0,0,19,0,0,0,0,0,0,0,0
"4659",1,"4659","Summer Coda",2,0,0,11,0,0,0,0,0,0,0,0
"4662",1,"4662","Between Two Fires",3,0,0,17,0,0,0,0,0,0,0,0
"4668",1,"4668","Brilliantlove",1,0,0,13,0,0,0,0,0,0,0,0
"4673",1,"4673","Shadows & Lies",3,0,0,14,0,0,0,0,0,1,0,-1
"4675",1,"4675","Meant To Be",3,0,0,11,0,0,0,0,0,0,0,0
"4686",1,"4686","Love Likes Coincidences",3,0,0,23,0,0,0,0,0,0,0,1
"4703",1,"4703","The Princess of Montpensier",4,0,0,27,0,0,0,0,0,0,1,0
"4714",1,"4714","Sundays at Tiffany's",3,0,0,20,1,0,0,0,0,0,0,0
"4720",1,"4720","Montevideo, God Bless You!",4,0,0,26,0,0,0,0,1,0,0,1
"4735",1,"4735","Barry Munday",2,0,0,12,0,0,0,0,0,0,0,0
"4743",1,"4743","Tamara Drewe",2,0,0,12,0,0,0,0,0,0,0,0
"4752",1,"4752","Is It Just Me?",4,0,0,14,0,1,0,0,0,0,0,0
"4765",1,"4765","Break Ke Baad",3,0,0,13,0,0,0,0,0,0,0,-1
"4770",1,"4770","Band Baaja Baaraat",3,0,0,18,0,0,0,0,0,0,0,0
"4772",1,"4772","My Dear Desperado",3,0,0,17,0,0,0,0,0,0,0,0
"4776",1,"4776","Marriage with a Liar",4,0,0,20,0,0,0,0,0,0,0,-1
"4777",1,"4777","Yes or No",3,0,0,9,0,0,0,0,0,0,0,0
"4788",1,"4788","Three",1,0,0,5,0,0,0,0,0,0,0,0
"4789",1,"4789","A Boy and His Samurai",5,0,0,21,0,0,0,0,0,0,0,0
"4790",1,"4790","Samir we Shahir we Bahir",5,0,0,24,0,0,0,0,0,0,0,0
"4792",1,"4792","What if...",2,0,0,10,0,0,0,0,0,0,0,0
"4796",1,"4796","Secret Love",2,0,0,11,0,0,0,0,0,0,0,1
"4799",1,"4799","Love and Distrust",3,0,0,17,0,0,0,0,0,0,0,0
"4803",1,"4803","One Too Many Mornings",4,0,0,21,0,0,0,0,0,0,0,0
"4810",1,"4810","Kites",1,0,0,5,0,0,0,0,0,0,0,0
"4837",1,"4837","I Want Your Love",4,0,0,16,0,0,0,0,0,0,0,1
"4843",1,"4843","Echoes of the Rainbow",4,0,0,21,0,0,0,0,0,0,0,0
"4844",1,"4844","Unresolved Sexual Tension",3,0,0,25,0,0,0,0,0,0,0,-2
"4855",1,"4855","Sayonara Itsuka",2,0,0,15,0,0,0,0,0,0,0,0
"4859",1,"4859","Pure Country 2: The Gift",5,1,15,24,0,0,1,0,0,0,0,1
"4867",1,"4867","Cyrano Agency",2,0,0,13,0,0,0,0,0,0,0,0
"4879",1,"4879","Turquaze",1,0,0,8,0,0,0,0,0,0,0,0
"4880",1,"4880","You're So Cupid",3,0,0,15,1,0,0,0,0,0,0,0
"4882",1,"4882","Dangerous Attractions",2,0,0,21,0,0,0,0,0,0,0,-1
"4908",1,"4908","If You Are the One 2",6,1,21,20,0,0,0,0,0,0,0,0
"4909",1,"4909","The Pillars of the Earth",5,0,0,24,0,0,0,0,0,0,1,0
"4910",1,"4910","The Happy Housewife",3,0,0,19,0,0,0,0,0,0,1,1
"4917",1,"4917","How to Make Love to a Woman",7,0,0,27,0,0,0,0,0,0,0,1
"4925",1,"4925","Gorbaciof",1,0,0,9,0,0,0,0,0,0,0,0
"4937",1,"4937","Meet Monica Velour",3,0,0,18,0,0,0,0,0,0,0,0
"4940",1,"4940","The Adjustment Bureau",3,0,0,21,0,0,0,0,0,0,1,0
"4943",1,"4943","Just Go with It",4,0,0,15,0,0,0,0,0,0,0,0
"4956",1,"4956","Crazy, Stupid, Love.",3,0,0,20,0,0,0,0,0,0,0,-1
"4959",1,"4959","No Strings Attached",3,0,0,19,0,0,0,0,0,0,0,0
"4970",1,"4970","Footloose",1,0,0,9,0,0,0,0,0,0,0,0
"4982",1,"4982","Water for Elephants",3,0,0,19,0,0,0,0,0,0,0,0
"4992",1,"4992","One Day",2,0,0,7,0,0,0,0,0,0,0,0
"5004",1,"5004","You May Not Kiss the Bride",6,0,0,26,0,0,0,0,0,0,0,-1
"5005",1,"5005","Passion Play",2,0,0,12,0,0,0,0,0,0,0,1
"5012",1,"5012","A Little Bit of Heaven",5,0,0,22,0,0,0,0,0,0,0,0
"5025",1,"5025","Bridesmaids",1,0,0,11,0,0,0,0,0,0,0,0
"5028",1,"5028","Take Me Home Tonight",4,0,0,20,0,0,0,0,0,0,0,0
"5030",1,"5030","Monte Carlo",2,0,0,11,0,0,0,0,0,0,0,0
"5034",1,"5034","Restless",1,0,0,8,0,0,0,0,0,0,0,-1
"5040",1,"5040","The Artist",2,0,0,10,0,0,0,0,0,0,1,0
"5044",1,"5044","Save the Date",3,0,0,13,0,0,0,0,0,0,0,0
"5045",1,"5045","Love, Wedding, Marriage",3,0,0,23,0,0,0,0,0,0,0,1
"5050",1,"5050","Friends with Kids",3,0,0,17,0,0,0,0,0,0,0,0
"5057",1,"5057","W.E.",1,0,0,4,0,0,0,0,0,0,0,0
"5062",1,"5062","Arthur",1,0,0,6,0,0,0,0,0,0,0,0
"5065",1,"5065","New Year's Eve",3,0,0,14,1,0,0,0,0,0,0,0
"5067",1,"5067","What's Your Number?",3,0,0,19,1,1,0,0,0,0,0,0
"5084",1,"5084","Wuthering Heights",2,0,0,17,0,0,0,0,0,0,0,0
"5093",1,"5093","Zookeeper",1,0,0,9,0,0,0,0,0,0,0,0
"5096",1,"5096","Like Crazy",2,0,0,10,0,0,0,0,0,0,0,0
"5098",1,"5098","Beastly",1,0,0,7,0,0,0,0,0,0,0,-1
"5102",1,"5102","Sleeping Beauty",2,0,0,15,0,0,0,0,0,0,0,1
"5106",1,"5106","The Oranges",2,0,0,11,0,0,0,0,0,0,1,0
"5121",1,"5121","Larry Crowne",2,0,0,12,0,0,0,0,0,0,0,0
"5142",1,"5142","Jane Eyre",2,0,0,9,0,0,0,0,0,0,0,0
"5151",1,"5151","Ironclad",1,0,0,8,0,0,0,0,0,0,0,0
"5155",1,"5155","Chalet Girl",2,0,0,11,0,0,0,0,0,0,0,0
"5166",1,"5166","Something Borrowed",2,0,0,18,0,0,0,0,0,0,0,0
"5169",1,"5169","A Cinderella Story: Once Upon a Song",7,0,0,36,0,0,1,0,0,0,0,0
"5171",1,"5171","Christopher and His Kind",4,0,0,24,0,0,0,0,0,0,0,1
"5172",1,"5172","Young Adult",2,0,0,11,0,0,0,0,0,0,0,0
"5208",1,"5208","Hysteria",1,0,0,8,0,0,0,0,0,0,0,-1
"5212",1,"5212","Café de Flore",3,0,0,13,0,0,0,0,0,0,0,0
"5213",1,"5213","Men in Hope",3,0,0,11,0,0,0,0,0,0,0,0
"5221",1,"5221","You Are the Apple of My Eye",7,0,0,27,0,0,0,0,0,0,0,0
"5228",1,"5228","Swinging with the Finkels",4,0,0,25,0,0,0,0,0,0,0,0
"5231",1,"5231","Delicacy",1,0,0,8,0,0,0,0,0,0,0,0
"5235",1,"5235","Tom Stoppard's Arcadia",3,0,0,22,1,0,0,0,0,0,0,0
"5250",1,"5250","The Phantom of the Opera at the Royal Albert Hall",10,0,0,49,0,0,0,0,0,0,1,0
"5254",1,"5254","Cherry",1,0,0,6,0,0,0,0,0,0,0,0
"5259",1,"5259","A Christmas Kiss",3,0,0,16,0,0,0,0,0,0,0,0
"5267",1,"5267","In the Land of Blood and Honey",7,0,0,30,0,0,0,0,0,0,0,0
"5271",1,"5271","Chicken with Plums",3,0,0,18,0,0,0,0,0,0,0,-1
"5275",1,"5275","Ya Sonra?",2,0,0,9,0,1,0,0,0,0,0,0
"5283",1,"5283","Beauty and the Least",4,0,0,20,0,0,0,0,0,0,0,1
"5284",1,"5284","Mavi Pansiyon",2,0,0,13,0,0,0,0,0,0,0,0
"5292",1,"5292","From Prada to Nada",4,0,0,18,0,0,0,0,0,0,0,0
"5296",1,"5296","The Art of Getting By",5,0,0,21,0,0,0,0,0,0,1,0
"5304",1,"5304","Perfect Sense",2,0,0,13,0,0,0,0,0,0,0,1
"5315",1,"5315","Tyrannosaur",1,0,0,11,0,0,0,0,0,0,0,0
"5324",1,"5324","The Decoy Bride",3,0,0,15,0,0,0,0,0,0,1,0
"5327",1,"5327","Sleepless Night",2,0,0,15,0,0,0,0,0,0,0,0
"5344",1,"5344","The Deep Blue Sea",4,0,0,17,0,0,0,0,0,0,1,-1
"5353",1,"5353","Dorfman",1,0,0,7,0,0,0,0,0,0,0,0
"5359",1,"5359","Beni Unutma",2,0,0,11,0,0,0,0,0,0,0,0
"5362",1,"5362","Elles",1,0,0,5,0,0,0,0,0,0,0,0
"5364",1,"5364","Black Butterflies",2,0,0,17,0,0,0,0,0,0,0,0
"5391",1,"5391","Griff the Invisible",3,0,0,19,0,0,0,0,0,0,0,-1
"5406",1,"5406","You and I",3,0,0,9,0,0,0,0,0,0,0,0
"5413",1,"5413","Love Lasts Three Years",4,0,0,22,0,0,0,0,0,0,0,1
"5420",1,"5420","Bellflower",1,0,0,10,0,0,0,0,0,0,0,0
"5424",1,"5424","Macross Frontier: The Wings of Goodbye",6,0,0,38,0,0,1,0,0,0,0,0
"5425",1,"5425","35 and Ticking",3,1,2,14,0,0,0,0,0,0,0,0
"5430",1,"5430","Peace, Love & Misunderstanding",4,0,0,30,0,0,0,0,0,1,0,1
"5445",1,"5445","Goodbye First Love",3,0,0,18,0,0,0,0,0,0,0,1
"5448",1,"5448","You Are My Pet",4,0,0,14,0,0,0,0,0,0,0,0
"5462",1,"5462","Submarine",1,0,0,9,0,0,0,0,0,0,0,0
"5463",1,"5463","Sidewalls",1,0,0,9,0,0,0,0,0,0,0,0
"5468",1,"5468","X-Deal",1,0,0,6,0,0,0,1,0,0,0,0
"5486",1,"5486","Stuck Between Stations",3,0,0,22,0,0,0,0,0,0,0,-1
"5494",1,"5494","What a Man",3,0,0,10,0,0,0,0,0,0,0,0
"5509",1,"5509","Love's Kitchen",2,0,0,14,1,0,0,0,0,0,0,0
"5515",1,"5515","Ages of Love",3,0,0,12,0,0,0,0,0,0,0,1
"5555",1,"5555","Somebody's Hero",2,0,0,15,1,0,0,0,0,0,0,1
"5570",1,"5570","A Beautiful Life",3,0,0,16,0,0,0,0,0,0,0,1
"5589",1,"5589","Zindagi Na Milegi Dobara",4,0,0,24,0,0,0,0,0,0,0,0
"5615",1,"5615","Love Birds",2,0,0,10,0,0,0,0,0,0,0,1
"5617",1,"5617","Mere Brother Ki Dulhan",4,0,0,22,0,0,0,0,0,0,0,0
"5623",1,"5623","The Art of Love",4,0,0,15,0,0,0,0,0,0,1,1
"5625",1,"5625","Bodyguard",1,0,0,9,0,0,0,0,0,0,0,0
"5626",1,"5626","Autoerotic",1,0,0,10,0,0,0,0,0,0,0,0
"5649",1,"5649","A Happy Event",3,0,0,13,0,0,0,0,0,0,0,1
"5652",1,"5652","Love and Other Troubles",4,0,0,23,0,0,0,0,0,0,0,0
"5667",1,"5667","Hindsight",1,0,0,9,0,0,0,0,0,0,0,0
"5679",1,"5679","Ecstasy",1,0,0,7,0,0,0,0,0,0,0,1
"5682",1,"5682","The Well Digger's Daughter",4,0,0,26,1,0,0,0,0,0,1,1
"5689",1,"5689","Letters to Santa",3,0,0,16,0,0,0,0,0,0,0,0
"5695",1,"5695","Mr. & Mrs. Incredible",4,0,0,21,0,0,0,0,0,1,0,1
"5700",1,"5700","Late Bloomers",2,0,0,13,0,0,0,0,0,0,0,0
"5727",1,"5727","Love Likes Coincidences",3,0,0,23,0,0,0,0,0,0,0,1
"5734",1,"5734","Restitution",1,0,0,11,0,0,0,0,0,0,0,0
"5740",1,"5740","Without Men",2,0,0,11,0,0,0,0,0,0,0,0
"5744",1,"5744","Exchange Wedding",2,0,0,16,0,0,0,0,0,0,0,0
"5745",1,"5745","Silver Tongues",2,0,0,14,0,0,0,0,0,0,0,0
"5749",1,"5749","Love's Christmas Journey",3,0,0,24,1,0,0,0,0,0,0,0
"5775",1,"5775","With Every Heartbeat",3,0,0,20,0,0,0,0,0,0,0,0
"5780",1,"5780","The Billionaire",2,0,0,15,0,0,0,0,0,0,1,0
"5786",1,"5786","Love Begins",2,0,0,11,0,0,0,0,0,0,0,1
"5790",1,"5790","Extraterrestrial",1,0,0,16,0,0,0,0,0,0,0,0
"5798",1,"5798","Burning Man",2,0,0,11,0,0,0,0,0,0,0,-1
"5807",1,"5807","The Opposite of Love",4,0,0,20,0,0,0,0,0,0,1,1
"5821",1,"5821","Lucky",1,0,0,5,0,0,0,0,0,0,0,0
"5822",1,"5822","The Pill",2,0,0,8,0,0,0,0,0,0,1,0
"5829",1,"5829","All Inclusive ili Vsyo Vklyucheno",5,0,0,33,0,0,0,0,0,0,0,0
"5840",1,"5840","Fly Away",2,0,0,8,0,0,0,0,0,0,0,0
"5842",1,"5842","Honeymoon for One",3,0,0,17,0,0,0,0,0,0,0,0
"5851",1,"5851","World Without End",3,0,0,17,0,0,0,0,0,0,0,0
"5859",1,"5859","Take Me Home",3,0,0,12,0,0,0,0,0,0,0,0
"5862",1,"5862","Forget Me Not",3,0,0,13,0,0,0,0,0,0,0,0
"5870",1,"5870","Beloved",1,0,0,7,0,0,0,0,0,0,0,1
"5874",1,"5874","Fig Jam",2,0,0,7,0,0,0,0,0,0,0,-1
"5878",1,"5878","The Sleeping Beauty",3,0,0,19,0,0,0,0,0,0,1,1
"5879",1,"5879","Jamie and Jessie Are Not Together",6,0,0,33,0,0,0,0,0,0,0,0
"5895",1,"5895","Lucky Trouble",2,0,0,13,0,0,0,0,0,0,0,-1
"5902",1,"5902","Bounty Hunters",2,0,0,14,0,0,0,0,0,0,0,0
"5921",1,"5921","Silver Linings Playbook",3,0,0,23,0,0,0,0,0,0,0,0
"5929",1,"5929","LOL",1,0,0,3,0,0,0,0,0,0,0,-1
"5930",1,"5930","Upside Down",2,0,0,11,0,0,0,0,0,0,0,-1
"5942",1,"5942","Pitch Perfect",2,0,0,13,0,0,0,0,0,0,0,1
"5949",1,"5949","I Want You",3,0,0,10,0,0,0,0,0,0,0,0
"5952",1,"5952","Step Up Revolution",3,0,0,18,0,0,0,0,0,0,0,0
"5954",1,"5954","The Best Offer",3,0,0,14,0,0,0,0,0,0,1,1
"5958",1,"5958","This Means War",3,0,0,14,0,0,0,0,0,0,0,0
"5961",1,"5961","Seeking a Friend for the End of the World",9,0,0,41,0,0,0,0,0,0,0,0
"5973",1,"5973","Moonrise Kingdom",2,0,0,16,0,0,0,0,0,0,0,0
"5978",1,"5978","The Vow",2,0,0,7,0,0,0,0,0,0,1,0
"5982",1,"5982","The First Time",3,0,0,14,0,0,0,0,0,0,1,0
"5988",1,"5988","Playing for Keeps",3,0,0,17,0,0,0,0,0,0,0,0
"5989",1,"5989","Anna Karenina",2,0,0,13,0,0,0,0,0,0,0,0
"5990",1,"5990","Ruby Sparks",2,0,0,11,0,0,0,0,0,0,0,0
"5998",1,"5998","Hemingway & Gellhorn",3,0,0,20,0,0,0,0,0,1,0,0
"6003",1,"6003","Blue Lagoon: The Awakening",4,0,0,26,0,0,1,0,0,0,0,0
"6007",1,"6007","Amour",1,0,0,5,0,0,0,0,0,0,0,0
"6009",1,"6009","Bachelorette",1,0,0,12,0,0,0,0,0,0,0,0
"6015",1,"6015","Save the Date",3,0,0,13,0,0,0,0,0,0,0,0
"6022",1,"6022","To Rome with Love",4,0,0,17,0,0,0,0,0,0,0,1
"6024",1,"6024","Les Misérables",2,0,0,14,0,0,0,0,0,0,0,0
"6028",1,"6028","What to Expect When You're Expecting",6,0,0,36,1,0,0,0,0,0,0,0
"6032",1,"6032","Jan Dara: The Beginning",4,0,0,23,0,0,1,0,0,0,0,0
"6037",1,"6037","Think Like a Man",4,0,0,16,0,0,0,0,0,0,0,1
"6045",1,"6045","Rock of Ages",3,0,0,12,0,0,0,0,0,0,0,0
"6046",1,"6046","The Lucky One",3,0,0,13,0,0,0,0,0,0,1,0
"6058",1,"6058","Safety Not Guaranteed",3,0,0,21,0,0,0,0,0,0,0,0
"6064",1,"6064","Loosies",1,0,0,7,0,0,0,0,0,0,0,0
"6078",1,"6078","A Royal Affair",3,0,0,14,0,0,0,0,0,0,0,0
"6082",1,"6082","Rust and Bone",3,0,0,13,0,0,0,0,0,0,0,-1
"6092",1,"6092","Fly Me to the Moon",5,0,0,18,0,0,0,0,0,0,0,0
"6098",1,"6098","Big Miracle",2,0,0,11,0,0,0,0,0,0,0,1
"6099",1,"6099","Barfi!",1,0,0,6,0,0,0,0,1,0,0,0
"6103",1,"6103","Damsels in Distress",3,0,0,19,0,0,0,0,0,0,0,-1
"6109",1,"6109","Paperman",1,0,0,8,0,0,0,0,0,0,0,0
"6115",1,"6115","Twice Born",2,0,0,10,0,0,0,0,0,0,0,0
"6131",1,"6131","To the Wonder",3,0,0,13,0,0,0,0,0,0,0,1
"6133",1,"6133","A Werewolf Boy",3,0,0,14,0,0,0,0,0,0,0,0
"6135",1,"6135","Trouble with the Curve",4,0,0,22,0,0,0,0,0,0,0,-1
"6138",1,"6138","One for the Money",4,0,0,17,0,0,0,0,0,0,0,0
"6153",1,"6153","The Giant Mechanical Man",4,0,0,24,0,0,0,0,0,0,1,0
"6154",1,"6154","StreetDance 2",2,1,14,13,0,0,0,0,0,0,0,0
"6157",1,"6157","My Awkward Sexual Adventure",4,0,0,27,0,0,0,0,0,0,0,-1
"6173",1,"6173","Great Expectations",2,0,0,18,0,0,0,0,0,0,0,1
"6181",1,"6181","Paris-Manhattan",1,0,0,15,0,0,0,1,0,0,0,0
"6195",1,"6195","Be My Slave",3,0,0,11,0,0,0,0,0,0,0,-1
"6204",1,"6204","Love Is All You Need",5,0,0,20,0,0,0,0,0,0,0,1
"6209",1,"6209","Not Suitable For Children",4,0,0,25,0,0,0,0,0,0,0,-1
"6224",1,"6224","Eating Out: The Open Weekend",5,0,0,28,0,0,1,0,0,0,0,0
"6229",1,"6229","Hit & Run",3,0,0,9,0,0,0,0,0,1,0,0
"6231",1,"6231","Something in the Air",4,0,0,20,0,0,0,0,0,0,0,0
"6234",1,"6234","Vanishing Waves",2,0,0,15,0,0,0,0,0,0,0,0
"6239",1,"6239","Ek Tha Tiger",3,0,0,12,0,0,0,0,0,0,0,0
"6240",1,"6240","Birthday Sex",2,0,0,12,0,0,0,0,0,0,0,0
"6242",1,"6242","360",1,1,2,3,0,0,0,0,0,0,0,0
"6252",1,"6252","Beauty and the Least",4,0,0,20,0,0,0,0,0,0,0,1
"6257",1,"6257","Quartet",1,0,0,7,0,0,0,0,0,0,0,0
"6275",1,"6275","Beyond the Hills",3,0,0,16,0,0,0,0,0,0,0,0
"6288",1,"6288","Cheerful Weather for the Wedding",5,0,0,32,0,0,0,0,0,0,0,0
"6300",1,"6300","Hope Springs",2,0,0,12,0,0,0,0,0,0,0,0
"6310",1,"6310","Nang Chan Raem",3,0,0,14,0,0,0,0,0,0,0,0
"6313",1,"6313","Big Love",2,0,0,8,0,0,0,0,0,0,0,1
"6314",1,"6314","Due West: Our Sex Journey",5,0,0,25,0,0,1,0,0,0,0,0
"6328",1,"6328","Darling Companion",2,0,0,17,0,0,0,0,0,0,0,1
"6337",1,"6337","Now Is Good",3,0,0,11,0,0,0,0,0,0,0,1
"6379",1,"6379","Happiness Never Comes Alone",4,0,0,27,0,0,0,0,0,0,0,-1
"6387",1,"6387","Birdsong",1,0,0,8,0,0,0,0,0,0,0,0
"6406",1,"6406","The Color of Time",4,0,0,17,0,0,0,0,0,0,1,0
"6418",1,"6418","Out in the Dark",4,0,0,15,0,0,0,0,0,0,0,-1
"6419",1,"6419","Suddenly It's Magic",3,0,0,19,1,0,0,0,0,0,0,1
"6434",1,"6434","The Girl from the Naked Eye",6,0,0,27,0,0,0,0,0,0,1,0
"6457",1,"6457","ATM: Er Rak Error",4,0,0,17,0,0,1,0,0,0,0,-1
"6464",1,"6464","Romance",1,0,0,7,0,0,0,0,0,0,0,0
"6467",1,"6467","Celeste & Jesse Forever",4,0,0,23,0,0,0,0,0,1,0,0
"6468",1,"6468","R2B: Return to Base",4,1,3,19,0,0,1,0,0,0,0,0
"6471",1,"6471","Good Deeds",2,0,0,10,0,0,0,0,0,0,0,1
"6473",1,"6473","Laurence Anyways",2,0,0,16,0,0,0,0,0,0,0,0
"6484",1,"6484","Restless",1,0,0,8,0,0,0,0,0,0,0,-1
"6486",1,"6486","Tabu",1,0,0,4,0,0,0,0,0,0,0,0
"6487",1,"6487","The Girl and Death",4,0,0,18,0,0,0,0,0,0,1,-1
"6490",1,"6490","Hello I Must Be Going",5,0,0,21,0,0,0,0,0,0,0,0
"6493",1,"6493","Evim Sensin",2,0,0,11,0,0,0,0,0,0,0,0
"6502",1,"6502","Eungyo",1,0,0,6,0,0,0,0,0,0,0,0
"6504",1,"6504","The Sessions",2,0,0,12,0,0,0,0,0,0,1,0
"6511",1,"6511","Teddy Bear",2,0,0,10,0,0,0,0,0,0,0,0
"6520",1,"6520","Mostly Sunny",2,0,0,12,0,0,0,0,0,0,0,0
"6521",1,"6521","3",1,1,2,1,0,0,0,0,0,0,0,0
"6522",1,"6522","My First Time",3,0,0,13,0,0,0,0,0,0,0,0
"6524",1,"6524","The Third Half",3,0,0,14,0,0,0,0,0,0,1,0
"6527",1,"6527","The Jungle",2,0,0,10,0,0,0,0,0,0,1,0
"6543",1,"6543","Steel Magnolias",2,0,0,15,0,0,0,0,0,0,0,0
"6559",1,"6559","Love and Other Troubles",4,0,0,23,0,0,0,0,0,0,0,0
"6573",1,"6573","Inescapable",1,0,0,11,0,0,0,0,0,0,0,-1
"6582",1,"6582","Code Name Venus",3,0,0,15,0,0,0,0,0,0,0,0
"6586",1,"6586","Jewtopia",1,0,0,8,0,0,0,0,0,0,0,0
"6587",1,"6587","Love 911",2,1,7,8,0,0,0,0,0,0,0,1
"6605",1,"6605","Bayad Na Katawan",3,0,0,16,0,0,0,0,0,0,0,0
"6607",1,"6607","The Dream Team",3,0,0,14,0,0,0,0,0,0,1,0
"6635",1,"6635","28 Hotel Rooms",3,1,2,14,0,0,0,0,0,0,0,0
"6647",1,"6647","Love Fiction",2,0,0,12,0,0,0,0,0,0,0,0
"6671",1,"6671","Chasing Talent",2,0,0,14,0,0,0,0,0,0,0,1
"6672",1,"6672","Stealing Roses",2,0,0,14,0,0,0,0,0,0,0,-1
"6688",1,"6688","Lan Kwai Fong 2",4,1,16,15,0,0,0,0,0,0,0,0
"6703",1,"6703","Dangerous Liaisons",2,0,0,18,0,0,0,0,0,0,0,-1
"6704",1,"6704","Akko's Secret",2,0,0,13,1,0,0,0,0,0,0,0
"6723",1,"6723","All in Good Time",4,0,0,16,0,0,0,0,0,0,0,1
"6728",1,"6728","Song for Marion",3,0,0,15,0,0,0,0,0,0,0,0
"6732",1,"6732","Do Not Disturb",3,0,0,14,0,0,0,0,0,0,0,0
"6734",1,"6734","Eega",1,0,0,4,0,0,0,0,0,0,0,0
"6736",1,"6736","Keep the Lights On",4,0,0,18,0,0,0,0,0,0,0,0
"6757",1,"6757","Overnight",1,0,0,9,0,0,0,0,0,0,0,0
"6760",1,"6760","World Without End",3,0,0,17,0,0,0,0,0,0,0,0
"6763",1,"6763","Whatcha Wearin'?",2,0,0,16,1,1,0,0,0,0,0,0
"6764",1,"6764","30 Beats",2,1,2,8,0,0,0,0,0,0,0,0
"6785",1,"6785","The Girl",2,0,0,8,0,0,0,0,0,0,1,0
"6789",1,"6789","Psychic School Wars",3,0,0,19,0,0,0,0,0,0,0,0
"6808",1,"6808","Shambala",1,0,0,8,0,0,0,0,0,0,0,0
"6816",1,"6816","The Knot",2,0,0,8,0,0,0,0,0,0,1,0
"6821",1,"6821","Till Last Breath",3,0,0,16,0,0,0,0,0,0,0,0
"6824",1,"6824","Fixing Pete",2,0,0,11,0,0,0,0,0,0,0,0
"6842",1,"6842","Undercover Bridesmaid",2,0,0,21,0,0,0,0,0,0,0,0
"6866",1,"6866","The Fierce Wife Final Episode",5,0,0,29,0,0,0,0,0,0,1,-1
"6867",1,"6867","Divorce Invitation",2,0,0,18,0,0,0,0,0,0,0,0
"6869",1,"6869","Kiss at Pine Lake",4,0,0,17,0,0,0,0,0,0,0,0
"6873",1,"6873","All's Well, Ends Well 2012",5,1,24,26,1,0,0,0,0,0,0,2
"6883",1,"6883","Love at the Christmas Table",5,0,0,27,0,0,0,0,0,0,0,1
"6908",1,"6908","The Great Gatsby",3,0,0,16,0,0,0,0,0,0,1,1
"6909",1,"6909","Present Perfect Continuous Tense",4,0,0,32,0,0,0,0,0,0,0,0
"6922",1,"6922","Beautiful Creatures",2,0,0,19,0,0,0,0,0,0,0,1
"6927",1,"6927","Dear Sidewalk",2,0,0,13,0,0,0,0,0,0,0,0
"6931",1,"6931","The Mortal Instruments: City of Bones",6,0,0,37,0,0,1,0,0,0,1,0
"6957",1,"6957","The Best Offer",3,0,0,14,0,0,0,0,0,0,1,1
"6959",1,"6959","The Host",2,0,0,8,0,0,0,0,0,0,1,0
"6962",1,"6962","Underdogs",1,0,0,9,0,0,0,0,0,0,0,0
"6963",1,"6963","The Spectacular Now",3,0,0,19,0,0,0,0,0,0,1,1
"6965",1,"6965","The Necessary Death of Charlie Countryman",6,0,0,41,0,0,0,0,0,0,1,-1
"6973",1,"6973","Love Lesson",2,0,0,11,0,0,0,0,0,0,0,1
"6991",1,"6991","Begin Again",2,0,0,11,0,0,0,0,0,0,0,0
"7014",1,"7014","The Garden of Words",4,0,0,19,0,0,0,0,0,0,1,0
"7019",1,"7019","Before Midnight",2,0,0,15,0,0,0,0,0,0,0,0
"7026",1,"7026","A Case of You",4,0,0,13,0,0,0,0,0,0,0,0
"7038",1,"7038","The Immigrant",2,0,0,13,0,0,0,0,0,0,1,0
"7046",1,"7046","I Give It a Year",5,0,0,16,0,0,0,0,0,0,0,0
"7047",1,"7047","The Invisible Woman",3,0,0,19,0,0,0,0,0,0,1,-1
"7057",1,"7057","The To Do List",4,0,0,14,0,0,0,0,0,0,1,0
"7058",1,"7058","Jack and the Cuckoo-Clock Heart",5,0,0,31,0,0,0,1,0,0,0,0
